Chr	Start	End	rowNames	Gene
chr2	74555546	74555852	292881	LOXL3
chr2	74576845	74577260	292893	M1AP
chr2	74577610	74578108	292894	M1AP
chr2	74620335	74621055	292908	TOR1BP1
chr2	74647899	74648496	292914	M1AP
chr2	74653747	74654011	292915	SEMA4F
chr2	74654078	74654364	292916	SEMA4F
chr2	74755421	74755759	292949	RPS28P5
chr2	74777579	74780090	292958	AC007387.2
chr2	74833913	74835412	292980	HK2
chr2	74833913	74835412	292980	AC019069.1
chr2	74917861	74918135	293016	LINC01291
chr2	74925053	74925368	293020	AC104135.1
chr2	74925431	74926100	293021	AC104135.1
chr2	74958014	74958492	293024	POLE4
chr2	74958494	74958722	293025	POLE4
chr2	74958830	74959058	293026	POLE4
chr2	75199234	75200959	293065	TACR1
chr2	75519494	75519771	293104	EVA1A
chr2	75522587	75523202	293105	AC007099.1
chr2	75523429	75524041	293106	AC007099.1
chr2	75559800	75562943	293112	EVA1A
chr2	75569583	75570063	293113	EVA1A
chr2	75646154	75646645	293139	MRPL19
chr2	75646669	75647356	293140	MRPL19
chr2	75710278	75710546	293148	AC005034.7
chr2	75710573	75710821	293149	GCFC2
chr2	75710573	75710821	293149	AC005034.7
chr2	75710838	75711093	293150	GCFC2
chr2	75711244	75711458	293151	GCFC2
chr2	75711617	75711817	293152	GCFC2
chr2	79512368	79513282	293390	CTNNA2
chr2	80303971	80304838	293508	CTNNA2
chr2	80303971	80304838	293508	LRRTM1
chr2	84314862	84315407	293757	AC106874.1
chr2	84458562	84459397	293787	SUCLG1
chr2	84459440	84459924	293788	SUCLG1
chr2	84515903	84516187	293805	DNAH6
chr2	84516244	84516558	293806	DNAH6
chr2	84516607	84516934	293807	DNAH6
chr2	84778504	84778853	293844	LDHAP7
chr2	84849760	84849974	293871	TRABD2A
chr2	84849760	84849974	293871	AC010087.1
chr2	84880611	84881685	293887	TRABD2A
chr2	84881717	84882380	293888	TRABD2A
chr2	84904797	84905066	293898	TMSB10
chr2	84905069	84905405	293899	TMSB10
chr2	84905440	84905683	293900	TMSB10
chr2	84906948	84907821	293903	TRABD2A
chr2	84925437	84926339	293908	AC022210.2
chr2	84970272	84970547	293926	KCMF1
chr2	84970549	84970853	293927	KCMF1
chr2	84970900	84972476	293928	KCMF1
chr2	85066827	85067386	293964	LINC01964
chr2	85132867	85133111	293967	TCF7L1
chr2	85133178	85134679	293968	TCF7L1
chr2	85213532	85213808	294003	TCF7L1
chr2	85314772	85315292	294056	AC093162.3
chr2	85327253	85328135	294062	TGOLN2
chr2	85328177	85328601	294063	TGOLN2
chr2	85353507	85353713	294071	ELMOD3
chr2	85353754	85354411	294072	ELMOD3
chr2	85354467	85354745	294073	ELMOD3
chr2	85354467	85354745	294073	RETSAT
chr2	85354836	85355340	294074	ELMOD3
chr2	85354836	85355340	294074	RETSAT
chr2	85356958	85357158	294075	ELMOD3
chr2	85398436	85398642	294090	CAPG
chr2	85398668	85399089	294091	CAPG
chr2	85401932	85402317	294093	CAPG
chr2	85408408	85408877	294097	CAPG
chr2	85408981	85409216	294098	CAPG
chr2	85409786	85410835	294099	CAPG
chr2	85412964	85413366	294100	CAPG
chr2	85413542	85413803	294101	CAPG
chr2	85413939	85414175	294102	CAPG
chr2	85414804	85415203	294103	CAPG
chr2	85417956	85418278	294104	AC062037.4
chr2	85417956	85418278	294104	SH2D6
chr2	85418355	85419606	294105	CAPG
chr2	85418355	85419606	294105	AC062037.4
chr2	85418355	85419606	294105	SH2D6
chr2	85419877	85420339	294106	AC062037.4
chr2	85419877	85420339	294106	SH2D6
chr2	85420422	85420715	294107	AC062037.4
chr2	85420422	85420715	294107	SH2D6
chr2	85420719	85421216	294108	AC062037.4
chr2	85420719	85421216	294108	SH2D6
chr2	85421399	85421692	294109	AC062037.4
chr2	85421783	85422031	294110	AC062037.4
chr2	85433494	85434118	294116	AC016753.2
chr2	85433494	85434118	294116	SH2D6
chr2	85434476	85434676	294117	AC016753.2
chr2	85434476	85434676	294117	SH2D6
chr2	85434740	85434940	294118	SH2D6
chr2	85538284	85538563	294154	MAT2A
chr2	85538660	85538916	294155	PARTICL
chr2	85538660	85538916	294155	MAT2A
chr2	85538951	85539235	294156	PARTICL
chr2	85538951	85539235	294156	MAT2A
chr2	85539276	85540092	294157	PARTICL
chr2	85539276	85540092	294157	MAT2A
chr2	85560804	85561321	294164	VAMP8
chr2	85561370	85562283	294165	GGCX
chr2	85561370	85562283	294165	VAMP8
chr2	85577408	85578816	294167	VAMP8
chr2	85583662	85585623	294169	VAMP5
chr2	85590019	85590842	294172	VAMP5
chr2	85591049	85591249	294173	VAMP5
chr2	85594979	85595501	294175	RNF181
chr2	85595536	85596302	294176	RNF181
chr2	85601694	85602257	294177	TMEM150A
chr2	85601694	85602257	294177	USP39
chr2	85602275	85602529	294178	TMEM150A
chr2	85602275	85602529	294178	USP39
chr2	85602610	85602852	294179	TMEM150A
chr2	85602610	85602852	294179	USP39
chr2	85602913	85603508	294180	TMEM150A
chr2	85611363	85612188	294183	USP39
chr2	85611363	85612188	294183	C2orf68
chr2	85612239	85612582	294184	C2orf68
chr2	85615699	85615899	294185	USP39
chr2	85615999	85616647	294186	USP39
chr2	85662872	85663522	294207	SFTPB
chr2	85663629	85663928	294208	SFTPB
chr2	85668033	85668911	294210	SFTPB
chr2	85668926	85669126	294211	SFTPB
chr2	85669582	85669837	294212	SFTPB
chr2	85693707	85693968	294224	GNLY
chr2	85694047	85694895	294225	GNLY
chr2	85729026	85729537	294245	RNU1-38P
chr2	85750579	85750819	294257	ATOH8
chr2	85750820	85751233	294258	ATOH8
chr2	85753073	85755954	294260	ATOH8
chr2	85760295	85760495	294265	ATOH8
chr2	85780691	85780973	294278	ATOH8
chr2	85813986	85814244	294297	AC105053.1
chr2	85814257	85815082	294298	AC105053.1
chr2	85851411	85851867	294315	ST3GAL5
chr2	85854146	85854435	294317	ST3GAL5
chr2	85861241	85861475	294321	ST3GAL5
chr2	85863367	85863567	294324	ST3GAL5
chr2	85887522	85887964	294336	ST3GAL5
chr2	85888042	85889725	294337	ST3GAL5
chr2	85888042	85889725	294337	ST3GAL5-AS1
chr2	85902539	85902807	294344	ST3GAL5
chr2	85902986	85903230	294345	ST3GAL5
chr2	85905138	85905674	294346	ST3GAL5
chr2	85905901	85906189	294347	ST3GAL5
chr2	86028723	86029276	294401	POLR1A
chr2	86036269	86037352	294405	POLR1A
chr2	86037404	86037707	294406	POLR1A
chr2	86041065	86041278	294408	POLR1A
chr2	86066067	86066324	294425	POLR1A
chr2	86105502	86105727	294437	PTCD3
chr2	86105767	86106011	294438	POLR1A
chr2	86105767	86106011	294438	PTCD3
chr2	86106078	86106297	294439	POLR1A
chr2	86106078	86106297	294439	PTCD3
chr2	86106326	86106735	294440	POLR1A
chr2	86194975	86195203	294449	AC009309.2
chr2	86194975	86195203	294449	IMMT
chr2	86195374	86195672	294450	AC009309.2
chr2	86195374	86195672	294450	IMMT
chr2	86195892	86196092	294451	IMMT
chr2	86199363	86199611	294452	MRPL35
chr2	86254943	86255601	294479	REEP1
chr2	86336894	86338343	294500	REEP1
chr2	86440709	86440953	294523	KDM3A
chr2	86441157	86441435	294524	KDM3A
chr2	86441491	86441724	294525	KDM3A
chr2	86441767	86442585	294526	KDM3A
chr2	86442691	86442920	294527	KDM3A
chr2	86488653	86489068	294540	KDM3A
chr2	86562478	86563568	294550	CHMP3
chr2	86563737	86563937	294551	CHMP3
chr2	86622872	86623193	294559	RNF103
chr2	86622872	86623193	294559	RNF103-CHMP3
chr2	86623224	86623743	294560	RNF103
chr2	86623224	86623743	294560	RNF103-CHMP3
chr2	86623748	86624009	294561	RNF103
chr2	86623748	86624009	294561	RNF103-CHMP3
chr2	86719857	86720909	294575	RMND5A
chr2	86721068	86721305	294576	RNF103-CHMP3
chr2	86764758	86765046	294581	RMND5A
chr2	86790238	86791097	294599	CD8A
chr2	86791350	86791550	294601	CD8A
chr2	86807192	86808652	294605	CD8A
chr2	86808681	86809080	294606	CD8A
chr2	87075411	87075637	294635	AC092651.2
chr2	87075804	87076871	294636	AC092651.1
chr2	87075804	87076871	294636	AC125232.1
chr2	87076890	87077184	294637	AC092651.1
chr2	87076890	87077184	294637	AC125232.1
chr2	87301453	87302236	294652	DBF4P3
chr2	87349104	87349367	294675	AC068279.2
chr2	87455337	87456139	294682	CYTOR
chr2	87455337	87456139	294682	AC133644.2
chr2	87469205	87469843	294689	CYTOR
chr2	87486420	87486718	294700	CYTOR
chr2	87516671	87516938	294715	CYTOR
chr2	87629480	87629790	294743	MIR4435-1
chr2	87825105	87826291	294770	RGPD2
chr2	88015744	88016308	294778	AC108479.1
chr2	88016355	88016648	294779	RNU2-63P
chr2	88016355	88016648	294779	AC108479.1
chr2	88016672	88017341	294780	RNU2-63P
chr2	88016672	88017341	294780	AC108479.1
chr2	88017419	88017798	294781	RNU2-63P
chr2	88055695	88055973	294789	KRCC1
chr2	88169971	88170952	294813	THNSL2
chr2	88170986	88171320	294814	THNSL2
chr2	88451865	88453018	294845	FOXI3
chr2	88626715	88627973	294887	EIF2AK3-DT
chr2	88626715	88627973	294887	EIF2AK3
chr2	88628059	88628303	294888	EIF2AK3-DT
chr2	88628059	88628303	294888	EIF2AK3
chr2	88690994	88691220	294901	RPIA
chr2	88691483	88691825	294902	AC062029.1
chr2	88691483	88691825	294902	RPIA
chr2	88691896	88692146	294903	AC062029.1
chr2	88764639	88765972	294922	ANKRD36BP2
chr2	88858046	88858445	294951	IGKC
chr2	88885251	88885623	294964	IGKV4-1
chr2	88992859	88993128	294980	IGKV1-8
chr2	89143068	89143386	294992	IGKV3-20
chr2	89245551	89245787	295007	IGKV2-30
chr2	89585618	89585867	295011	AC006453.3
chr2	90069355	90069613	295053	IGKV6D-41
chr2	90209841	90210096	295058	IGKV1D-43
chr2	90220668	90220915	295060	IGKV1D-8
chr2	91659949	91660418	295090	LSP1P4
chr2	94208221	94208487	295123	AC026273.1
chr2	94208769	94209480	295124	AC026273.1
chr2	94586089	94586357	295146	AL845331.3
chr2	94857331	94858395	295165	ANKRD20A8P
chr2	94861324	94861984	295166	SOWAHCP5
chr2	94870814	94871294	295169	TEKT4
chr2	94871323	94872063	295170	TEKT4
chr2	95004361	95004781	295189	RN7SL575P
chr2	95025418	95025840	295202	MAL
chr2	95026502	95026726	295204	AC103563.7
chr2	95053683	95053912	295217	AC103563.2
chr2	95076711	95077438	295229	AC103563.9
chr2	95077461	95077744	295230	AC103563.9
chr2	95120981	95122549	295234	MRPS5
chr2	95158851	95159643	295236	ZNF514
chr2	95159704	95160462	295237	ZNF514
chr2	95165122	95165579	295238	ZNF514
chr2	95165122	95165579	295238	ZNF2
chr2	95165646	95166347	295239	ZNF514
chr2	95165646	95166347	295239	ZNF2
chr2	95206891	95207091	295247	AC092835.1
chr2	95207138	95207612	295248	AC092835.1
chr2	95207632	95208095	295249	AC092835.1
chr2	95231699	95232152	295254	AC092835.1
chr2	95273929	95274129	295276	PROM2
chr2	95274279	95274543	295277	PROM2
chr2	95274589	95275199	295278	PROM2
chr2	95277355	95277830	295281	PROM2
chr2	95296115	95296528	295289	KCNIP3
chr2	95296589	95297451	295290	KCNIP3
chr2	95309638	95309873	295298	KCNIP3
chr2	95310148	95310569	295299	KCNIP3
chr2	95345843	95346556	295315	KCNIP3
chr2	95402061	95402481	295333	FAHD2A
chr2	95402536	95403562	295334	FAHD2A
chr2	95414060	95414320	295338	AC009238.3
chr2	95434051	95434378	295341	AC009238.2
chr2	95434591	95434810	295342	AC009238.2
chr2	95514796	95515059	295345	TRIM64FP
chr2	95525352	95526010	295348	AC009237.3
chr2	95526141	95527479	295349	AC009237.3
chr2	95526141	95527479	295349	AC009237.14
chr2	95641807	95642140	295363	AC009237.9
chr2	95991422	95992112	295412	ANKRD36C
chr2	95992118	95993078	295413	ANKRD36C
chr2	96009888	96010190	295414	FAHD2CP
chr2	96010401	96010629	295415	FAHD2CP
chr2	96116168	96117268	295451	ADRA2B
chr2	96117304	96117520	295452	ADRA2B
chr2	96137967	96138998	295459	ASTL
chr2	96144850	96145368	295461	DUSP2
chr2	96145391	96145644	295462	DUSP2
chr2	96145695	96145895	295463	DUSP2
chr2	96146139	96146690	295464	DUSP2
chr2	96146948	96147170	295466	AC012307.1
chr2	96207804	96208467	295494	STARD7
chr2	96207804	96208467	295494	STARD7-AS1
chr2	96208512	96209049	295495	STARD7
chr2	96208512	96209049	295495	STARD7-AS1
chr2	96260456	96260718	295517	TMEM127
chr2	96260792	96261068	295518	TMEM127
chr2	96265164	96265917	295519	CIAO1
chr2	96265984	96266241	295520	TMEM127
chr2	96265984	96266241	295520	CIAO1
chr2	96266363	96266619	295521	TMEM127
chr2	96305444	96306341	295538	SNRNP200
chr2	96320936	96322490	295543	AC021188.1
chr2	96320936	96322490	295543	SNRNP200
chr2	96325011	96326244	295544	ITPRIPL1
chr2	96335312	96335890	295547	NCAPH
chr2	96505309	96505568	295601	NEURL3
chr2	96507862	96508735	295602	NEURL3
chr2	96508858	96509058	295603	NEURL3
chr2	96531990	96532507	295608	AC013270.1
chr2	96536553	96537092	295610	ARID5A
chr2	96537098	96537452	295611	ARID5A
chr2	96602595	96603130	295632	KANSL3
chr2	96631910	96632492	295642	KANSL3
chr2	96637177	96637754	295644	KANSL3
chr2	96637920	96638192	295645	KANSL3
chr2	96638208	96638499	295646	KANSL3
chr2	96638530	96638730	295647	KANSL3
chr2	96638742	96639010	295648	KANSL3
chr2	96642548	96642780	295649	FER1L5
chr2	96735052	96735405	295670	LMAN2L
chr2	96740008	96740264	295674	LMAN2L
chr2	96740386	96740680	295675	LMAN2L
chr2	96760625	96761601	295680	CNNM4
chr2	96787563	96787777	295695	CNNM4
chr2	96787808	96788665	295696	CNNM4
chr2	96815397	96816034	295709	CNNM3
chr2	96816079	96816322	295710	CNNM3
chr2	96824057	96824414	295716	CNNM3
chr2	96824530	96824752	295717	CNNM3
chr2	96857934	96858359	295726	ANKRD39
chr2	96857934	96858359	295726	ANKRD23
chr2	96858366	96858646	295727	ANKRD39
chr2	96858366	96858646	295727	ANKRD23
chr2	96858750	96858996	295728	ANKRD39
chr2	96858750	96858996	295728	ANKRD23
chr2	96864138	96864407	295729	SEMA4C
chr2	96868303	96869722	295731	SEMA4C
chr2	96869753	96870532	295732	SEMA4C
chr2	96870680	96871194	295733	SEMA4C
chr2	96895436	96896339	295754	FAM178B
chr2	96898158	96898414	295757	FAM178B
chr2	96898747	96899734	295758	FAM178B
chr2	96950755	96951231	295782	FAM178B
chr2	97045937	97046414	295804	IGKV2OR2-1
chr2	97094774	97095026	295812	FAHD2B
chr2	97094774	97095026	295812	AC018892.3
chr2	97112373	97112934	295814	ANKRD36
chr2	97112987	97113244	295815	ANKRD36
chr2	97113258	97114150	295816	ANKRD36
chr2	97589418	97590013	295824	ANKRD36B
chr2	97590164	97591082	295825	ANKRD36B
chr2	97645154	97645759	295829	COX5B
chr2	97645782	97646063	295830	COX5B
chr2	97646152	97646585	295831	COX5B
chr2	97662779	97663410	295836	C2orf92
chr2	97663436	97663709	295837	C2orf92
chr2	97663727	97663939	295838	ACTR1B
chr2	97663727	97663939	295838	C2orf92
chr2	97663964	97664341	295839	ACTR1B
chr2	97663964	97664341	295839	C2orf92
chr2	97664377	97664649	295840	ACTR1B
chr2	97673176	97673493	295843	C2orf92
chr2	97696990	97697236	295845	C2orf92
chr2	97712647	97713916	295850	ZAP70
chr2	97761162	97761638	295878	TMEM131
chr2	97761888	97762449	295879	TMEM131
chr2	97765301	97766209	295884	TMEM131
chr2	97907722	97908020	295907	TMEM131
chr2	97995086	97995802	295938	TMEM131
chr2	97995843	97996628	295939	TMEM131
chr2	98086476	98086903	295955	VWA3B
chr2	98086940	98087656	295956	VWA3B
chr2	98346337	98347025	295987	AC092675.2
chr2	98346337	98347025	295987	CNGA3
chr2	98378915	98379196	295991	CNGA3
chr2	98379204	98379973	295992	CNGA3
chr2	98444211	98444691	296004	INPP4A
chr2	98444739	98445494	296005	INPP4A
chr2	98518159	98518395	296063	INPP4A
chr2	98518981	98519213	296064	INPP4A
chr2	98519224	98519484	296065	INPP4A
chr2	98519646	98520462	296066	INPP4A
chr2	98554149	98554749	296078	INPP4A
chr2	98607807	98608031	296106	UNC50
chr2	98608051	98609629	296107	COA5
chr2	98608051	98609629	296107	UNC50
chr2	98663447	98663685	296128	MGAT4A
chr2	98663751	98663992	296129	MGAT4A
chr2	98727168	98727378	296148	MGAT4A
chr2	98727424	98727660	296149	MGAT4A
chr2	98730197	98731029	296150	MGAT4A
chr2	98731124	98731384	296151	MGAT4A
chr2	98731403	98731730	296152	MGAT4A
chr2	98768736	98769006	296169	LINC02611
chr2	98769844	98770044	296170	LINC02611
chr2	98772296	98772496	296176	LINC02611
chr2	98772792	98773190	296177	LINC02611
chr2	98773229	98773770	296178	LINC02611
chr2	98775217	98775676	296179	LINC02611
chr2	98775699	98776034	296180	LINC02611
chr2	98821792	98823119	296195	KIAA1211L
chr2	98869209	98869864	296210	KIAA1211L
chr2	98869866	98870281	296211	KIAA1211L
chr2	98935466	98936362	296232	KIAA1211L
chr2	98936367	98936915	296233	KIAA1211L
chr2	98936918	98937198	296234	KIAA1211L
chr2	99079326	99079835	296250	TSGA10
chr2	99140784	99141078	296255	AC079447.1
chr2	99140784	99141078	296255	C2orf15
chr2	99141162	99142037	296256	TSGA10
chr2	99141162	99142037	296256	AC079447.1
chr2	99141162	99142037	296256	C2orf15
chr2	99153745	99154228	296259	AC092587.1
chr2	99153745	99154228	296259	LIPT1
chr2	99154231	99154484	296260	AC092587.1
chr2	99154231	99154484	296260	LIPT1
chr2	99154582	99155090	296261	TSGA10
chr2	99154582	99155090	296261	AC092587.1
chr2	99154582	99155090	296261	LIPT1
chr2	99155113	99155617	296262	TSGA10
chr2	99155629	99155855	296263	TSGA10
chr2	99179184	99179420	296266	MITD1
chr2	99180717	99181558	296267	MITD1
chr2	99180717	99181558	296267	MRPL30
chr2	99336310	99336615	296288	TXNDC9
chr2	99336310	99336615	296288	EIF5B
chr2	99336718	99337174	296289	TXNDC9
chr2	99336718	99337174	296289	EIF5B
chr2	99337207	99337459	296290	TXNDC9
chr2	99337207	99337459	296290	EIF5B
chr2	99451315	99451607	296306	REV1
chr2	99489882	99490360	296322	REV1
chr2	99490383	99490638	296323	REV1
chr2	99593831	99594275	296339	AFF3
chr2	100104693	100105615	296450	AC092667.1
chr2	100104693	100105615	296450	AFF3
chr2	100142521	100142826	296462	AFF3
chr2	100242529	100243594	296495	LINC01104
chr2	100309763	100310588	296521	LONRF2
chr2	100321602	100322865	296528	LONRF2
chr2	100416490	100417814	296556	CHST10
chr2	100562335	100562590	296586	PDCL3
chr2	100562678	100563026	296587	PDCL3
chr2	100563125	100563364	296588	PDCL3
chr2	100606704	100607363	296604	LINC01849
chr2	100818374	100819391	296671	NPAS2
chr2	100819419	100820681	296672	NPAS2
chr2	100924161	100925541	296724	NPAS2
chr2	100976650	100977301	296743	NPAS2-AS1
chr2	100977304	100977581	296744	NPAS2-AS1
chr2	101001671	101002087	296750	RPL31
chr2	101002101	101002349	296751	RPL31
chr2	101002101	101002349	296751	AC016738.1
chr2	101002381	101003172	296752	RPL31
chr2	101002381	101003172	296752	AC016738.1
chr2	101032422	101033324	296763	TBC1D8
chr2	101150612	101151677	296800	TBC1D8-AS1
chr2	101150612	101151677	296800	TBC1D8
chr2	101151898	101152098	296801	TBC1D8
chr2	101152122	101152322	296802	TBC1D8
chr2	101251860	101252102	296829	CNOT11
chr2	101252259	101252504	296830	CNOT11
chr2	101252547	101252980	296831	CNOT11
chr2	101252547	101252980	296831	TBC1D8
chr2	101253015	101253626	296832	TBC1D8
chr2	101307873	101308885	296847	MIR5696
chr2	101307873	101308885	296847	RNF149
chr2	101308924	101309285	296848	MIR5696
chr2	101308924	101309285	296848	RNF149
chr2	101386544	101387615	296872	CREG2
chr2	101388309	101388637	296874	CREG2
chr2	101473810	101474692	296904	RFX8
chr2	101474729	101475281	296905	RFX8
chr2	101509971	101510453	296911	RPS6P3
chr2	101567726	101568129	296932	AC093894.2
chr2	101696478	101698054	296963	MAP4K4
chr2	101698097	101698364	296964	MAP4K4
chr2	101698439	101698811	296965	MAP4K4
chr2	101960870	101961726	297081	LINC01127
chr2	101961824	101962786	297082	LINC01127
chr2	101983544	101983819	297096	LINC01127
chr2	101991703	101992153	297106	IL1R2
chr2	101998818	101999749	297109	IL1R2
chr2	102000909	102001398	297110	IL1R2
chr2	102020924	102021267	297123	IL1R2
chr2	102037679	102038011	297134	AC007271.1
chr2	102063605	102063875	297147	IL1R1
chr2	102063892	102064173	297148	IL1R1
chr2	102064225	102064507	297149	IL1R1
chr2	102069358	102070135	297151	IL1R1
chr2	102070146	102070395	297152	IL1R1
chr2	102103886	102104740	297161	IL1R1
chr2	102142201	102143882	297185	IL1R1
chr2	102186818	102188152	297201	IL1RL2
chr2	102250262	102251331	297225	FAM183DP
chr2	102336225	102336425	297259	IL1RL1
chr2	102336487	102337357	297260	IL1RL1
chr2	102355628	102355872	297271	IL18R1
chr2	102355925	102356617	297272	IL18R1
chr2	102418471	102418716	297286	IL18RAP
chr2	102473002	102473675	297302	SLC9A4
chr2	102618516	102618760	297339	SLC9A2
chr2	102618776	102620277	297340	SLC9A2
chr2	102735735	102736775	297358	TMEM182
chr2	102736778	102737463	297359	MFSD9
chr2	102736778	102737463	297359	TMEM182
chr2	103873553	103874045	297446	LINC01965
chr2	103874056	103874570	297447	LINC01965
chr2	104434221	104434937	297500	LINC01102
chr2	104658493	104658783	297517	AC013402.1
chr2	104758328	104758600	297530	LINC01114
chr2	104852252	104852969	297542	PANTR1
chr2	104852252	104852969	297542	POU3F3
chr2	104852252	104852969	297542	AC018730.1
chr2	104853137	104853586	297543	PANTR1
chr2	104853137	104853586	297543	POU3F3
chr2	104853137	104853586	297543	AC018730.1
chr2	104853836	104854123	297544	PANTR1
chr2	104853836	104854123	297544	POU3F3
chr2	104867418	104868052	297552	LINC01159
chr2	104872968	104873938	297554	LINC01159
chr2	104912067	104912490	297564	AC018730.1
chr2	105037366	105037825	297576	MRPS9
chr2	105037875	105038105	297577	MRPS9
chr2	105038176	105038705	297578	MRPS9-AS2
chr2	105102911	105103428	297589	MRPS9-AS1
chr2	105143375	105144647	297598	LINC01918
chr2	105249934	105250189	297620	AC012360.2
chr2	105308826	105309179	297641	TGFBRAP1
chr2	105309189	105309710	297642	TGFBRAP1
chr2	105328234	105330492	297649	TGFBRAP1
chr2	105337134	105337373	297652	C2orf49
chr2	105337419	105338290	297653	AC012360.3
chr2	105337419	105338290	297653	C2orf49
chr2	105373452	105373788	297667	AC108058.1
chr2	105373948	105374222	297668	AC108058.1
chr2	105396816	105397040	297684	FHL2
chr2	105398383	105399184	297685	FHL2
chr2	105399246	105399476	297686	FHL2
chr2	105744071	105744915	297804	NCK2
chr2	105744935	105746621	297805	NCK2
chr2	105815459	105815709	297861	NCK2
chr2	105855947	105856462	297881	AC010978.1
chr2	105857177	105857399	297883	AC010978.1
chr2	105961627	105962016	297934	AC009505.1
chr2	106065170	106066140	297958	ECRG4
chr2	106098128	106098384	297975	UXS1
chr2	106104397	106104936	297977	UXS1
chr2	106137800	106139273	297990	UXS1
chr2	106160220	106160825	297999	UXS1
chr2	106160937	106161273	298000	UXS1
chr2	106161319	106161548	298001	UXS1
chr2	106193363	106194703	298014	UXS1
chr2	106536591	106538197	298058	AC108868.1
chr2	106542805	106543321	298060	AC108868.2
chr2	106885953	106886325	298172	ST6GAL2
chr2	106886356	106886899	298173	ST6GAL2
chr2	106886948	106887879	298174	ST6GAL2
chr2	107365365	107366022	298260	LINC01789
chr2	107529263	107529558	298313	LINC01886
chr2	107542245	107542802	298322	LINC01886
chr2	107542245	107542802	298322	LINC01885
chr2	107543464	107544475	298324	LINC01885
chr2	107986269	107986896	298385	SLC5A7
chr2	108288454	108289061	298437	SULT1C2
chr2	108377554	108378376	298453	SULT1C4
chr2	108448458	108448986	298463	GCC2
chr2	108449015	108449259	298464	GCC2
chr2	108449306	108450003	298465	GCC2
chr2	108533399	108533673	298474	LIMS1
chr2	108533840	108534071	298475	LIMS1
chr2	108534100	108534376	298476	GCC2-AS1
chr2	108534100	108534376	298476	LIMS1
chr2	108534471	108535077	298477	GCC2-AS1
chr2	108587691	108587973	298500	LIMS1
chr2	108588117	108588520	298501	LIMS1
chr2	108620513	108621051	298523	LIMS1
chr2	108621100	108621658	298524	LIMS1
chr2	108654823	108655063	298550	LIMS1
chr2	108718750	108719224	298560	RANBP2
chr2	108719275	108719584	298561	RANBP2
chr2	108719590	108720285	298562	RANBP2
chr2	108786261	108786560	298572	CCDC138
chr2	108786581	108786830	298573	CCDC138
chr2	108988741	108989404	298611	EDAR
chr2	109125054	109125311	298636	AC133109.1
chr2	109128012	109130412	298640	SH3RF3-AS1
chr2	109128012	109130412	298640	SH3RF3
chr2	109613325	109613844	298861	SEPTIN10
chr2	109613325	109613844	298861	SOWAHC
chr2	109613897	109614707	298862	SEPTIN10
chr2	109613897	109614707	298862	SOWAHC
chr2	109614743	109615144	298863	SEPTIN10
chr2	110114710	110116693	298917	MALL
chr2	110204822	110205164	298937	NPHP1
chr2	110212010	110212904	298939	MTLN
chr2	110576809	110577054	298945	RGPD6
chr2	110610680	110611239	298947	AC226101.1
chr2	110674680	110675525	298960	BUB1
chr2	110677712	110677984	298961	BUB1
chr2	110678044	110678301	298962	BUB1
chr2	110678365	110679089	298963	BUB1
chr2	110732006	110732694	298973	ACOXL
chr2	110732762	110733479	298974	ACOXL
chr2	110804972	110805224	298985	ACOXL
chr2	111117053	111117303	299082	ACOXL-AS1
chr2	111120149	111120685	299084	BCL2L11
chr2	111120698	111120995	299085	BCL2L11
chr2	111121835	111122093	299087	BCL2L11
chr2	111122099	111122717	299088	BCL2L11
chr2	111122732	111123097	299089	BCL2L11
chr2	111123099	111123348	299090	BCL2L11
chr2	111194716	111195150	299125	AC108463.2
chr2	111209059	111209331	299136	MIR4435-2HG
chr2	111219270	111219705	299139	MIR4435-2HG
chr2	111321056	111321360	299162	MIR4435-2
chr2	111366293	111366577	299168	MIR4435-2HG
chr2	111480588	111480998	299203	MIR4435-2HG
chr2	111494380	111495192	299212	MIR4435-2HG
chr2	111698886	111699151	299286	AC017002.4
chr2	111699162	111699460	299287	AC017002.4
chr2	111884091	111884982	299309	ANAPC1
chr2	111887806	111888241	299310	EEF1E1P1
chr2	111897719	111898174	299313	MERTK
chr2	111898227	111898669	299314	MERTK
chr2	111929958	111930290	299331	RN7SL297P
chr2	112054200	112054888	299395	TMEM87B
chr2	112054960	112056253	299396	AC093675.1
chr2	112054960	112056253	299396	TMEM87B
chr2	112095166	112095418	299409	TMEM87B
chr2	112137648	112138987	299419	FBLN7
chr2	112150463	112150760	299426	FBLN7
chr2	112150791	112151173	299427	FBLN7
chr2	112159595	112159982	299433	FBLN7
chr2	112181441	112182385	299442	FBLN7
chr2	112187474	112187704	299444	AC092645.1
chr2	112187832	112188639	299445	AC092645.1
chr2	112254983	112255218	299463	ZC3H8
chr2	112275334	112275593	299466	ZC3H6
chr2	112433536	112433777	299472	RGPD8
chr2	112433999	112434202	299473	RGPD8
chr2	112434360	112434682	299474	RGPD8
chr2	112480884	112481830	299480	TTL
chr2	112481923	112482190	299481	TTL
chr2	112541452	112542284	299490	POLR1B
chr2	112542315	112543146	299491	POLR1B
chr2	112583501	112583701	299500	CHCHD5
chr2	112583732	112584296	299501	CHCHD5
chr2	112584346	112584620	299502	CHCHD5
chr2	112584714	112584945	299503	CHCHD5
chr2	112588702	112588905	299505	AC012442.3
chr2	112621805	112622314	299514	AC079922.1
chr2	112645073	112645594	299531	AC079922.2
